code,title_desc,description_desc,text_desc,title_map,description_map,text_map,text
7523.13,7523.1300,"tenons of prescribed dimensions. Cleans and oils machine. May grind and sharpen Driller Wood cutting blades. May operate tenoning machine with scribing head, and other Driller Wood; Boring Machine Operator, wood working machines. Wood sets and operates wood boring machine for boring holes of required ISCO 08 Unit Group Details: dimensions in wooden frames and Code 7523 articles. Selects drill bit of appropriate size Title Wood Working Machine Setters for boring hole and fits it to spindle of and Setter Operators machine using chuck, collet or sleeve as necessary. Measures and marks stock for","7523.1300 tenons of prescribed dimensions. Cleans and oils machine. May grind and sharpen Driller Wood cutting blades. May operate tenoning machine with scribing head, and other Driller Wood; Boring Machine Operator, wood working machines. Wood sets and operates wood boring machine for boring holes of required ISCO 08 Unit Group Details: dimensions in wooden frames and Code 7523 articles. Selects drill bit of appropriate size Title Wood Working Machine Setters for boring hole and fits it to spindle of and Setter Operators machine using chuck, collet or sleeve as necessary. Measures and marks stock for",,,,"7523.1300 tenons of prescribed dimensions. Cleans and oils machine. May grind and sharpen Driller Wood cutting blades. May operate tenoning machine with scribing head, and other Driller Wood; Boring Machine Operator, wood working machines. Wood sets and operates wood boring machine for boring holes of required ISCO 08 Unit Group Details: dimensions in wooden frames and Code 7523 articles. Selects drill bit of appropriate size Title Wood Working Machine Setters for boring hole and fits it to spindle of and Setter Operators machine using chuck, collet or sleeve as necessary. Measures and marks stock for"
7523.12,7523.1200 boring or follows markings already made.,Clamps stock to machine table and Jointer Machine Operator centres drill bit over or in front of marks indicating location of hole. Adjusts spindle Jointer Machine Operator sets and stop to regulate depth of hole and starts operates specially designed machine for machine. Moves table upward or forward making plough and tang and other water and bores required hole in stock. tight joints. Studies drawings. Fits cutter VOLUME II B 269,7523.1200 boring or follows markings already made. Clamps stock to machine table and Jointer Machine Operator centres drill bit over or in front of marks indicating location of hole. Adjusts spindle Jointer Machine Operator sets and stop to regulate depth of hole and starts operates specially designed machine for machine. Moves table upward or forward making plough and tang and other water and bores required hole in stock. tight joints. Studies drawings. Fits cutter VOLUME II B 269,,,,7523.1200 boring or follows markings already made. Clamps stock to machine table and Jointer Machine Operator centres drill bit over or in front of marks indicating location of hole. Adjusts spindle Jointer Machine Operator sets and stop to regulate depth of hole and starts operates specially designed machine for machine. Moves table upward or forward making plough and tang and other water and bores required hole in stock. tight joints. Studies drawings. Fits cutter VOLUME II B 269
7523.14,7523.1400 May clean and oil machine. May sharpen,"or replace dull blades. May operate other Dowell Machine Operator wood working machines. Dowel Machine Operator, Wood; ISCO 08 Unit Group Details: Rounding Machine Operator, Wood sets Code 7523 and operates dowel machine for making Title Wood Working Machine Setters round wooden pins of various dimensions and Setter Operators for securing joints. Selects and fits cutter blades of required size in cutter head of","7523.1400 May clean and oil machine. May sharpen or replace dull blades. May operate other Dowell Machine Operator wood working machines. Dowel Machine Operator, Wood; ISCO 08 Unit Group Details: Rounding Machine Operator, Wood sets Code 7523 and operates dowel machine for making Title Wood Working Machine Setters round wooden pins of various dimensions and Setter Operators for securing joints. Selects and fits cutter blades of required size in cutter head of",,,,"7523.1400 May clean and oil machine. May sharpen or replace dull blades. May operate other Dowell Machine Operator wood working machines. Dowel Machine Operator, Wood; ISCO 08 Unit Group Details: Rounding Machine Operator, Wood sets Code 7523 and operates dowel machine for making Title Wood Working Machine Setters round wooden pins of various dimensions and Setter Operators for securing joints. Selects and fits cutter blades of required size in cutter head of"
7523.16,7523.1600,"machine. Sets gap between blades equal to diameter of dowel, using callipers and Wood Carver, Machine gauges and adjusts stock guides and feed and take off rollers to size and finish stock Wood Carver, Machine sets and operates to required specifications. Starts machine, automatic spindle carving machine to places stock on guides and pushes on end carve ornamental and artistic designs on of sample between feed rollers. Checks wood. Studies full-size designs and size of rounded stock with measuring specifications, determines nature of instruments. Makes adjustments to carving to be done and marks reference machine if necessary, feeds stock and points on wood block, if necessary. Selects continues operation. May install cutter appropriate cutter and fits it to machine heads to cut spirals or longitudinal spindle. Fixes and adjusts wood on grooves or both in addition to rounding machine bed and starts machine. Lowers stock. spindle, makes different cuts and manipulates wood piece against cutter to ISCO 08 Unit Group Details: produce desired design. Changes cutter as Code 7523 necessary, regulates depth of cut by Title Wood Working Machine Setters pedals, checks accuracy of cutting with and Setter Operators measuring instruments, makes necessary adjustments if necessary and completes","7523.1600 machine. Sets gap between blades equal to diameter of dowel, using callipers and Wood Carver, Machine gauges and adjusts stock guides and feed and take off rollers to size and finish stock Wood Carver, Machine sets and operates to required specifications. Starts machine, automatic spindle carving machine to places stock on guides and pushes on end carve ornamental and artistic designs on of sample between feed rollers. Checks wood. Studies full-size designs and size of rounded stock with measuring specifications, determines nature of instruments. Makes adjustments to carving to be done and marks reference machine if necessary, feeds stock and points on wood block, if necessary. Selects continues operation. May install cutter appropriate cutter and fits it to machine heads to cut spirals or longitudinal spindle. Fixes and adjusts wood on grooves or both in addition to rounding machine bed and starts machine. Lowers stock. spindle, makes different cuts and manipulates wood piece against cutter to ISCO 08 Unit Group Details: produce desired design. Changes cutter as Code 7523 necessary, regulates depth of cut by Title Wood Working Machine Setters pedals, checks accuracy of cutting with and Setter Operators measuring instruments, makes necessary adjustments if necessary and completes",,,,"7523.1600 machine. Sets gap between blades equal to diameter of dowel, using callipers and Wood Carver, Machine gauges and adjusts stock guides and feed and take off rollers to size and finish stock Wood Carver, Machine sets and operates to required specifications. Starts machine, automatic spindle carving machine to places stock on guides and pushes on end carve ornamental and artistic designs on of sample between feed rollers. Checks wood. Studies full-size designs and size of rounded stock with measuring specifications, determines nature of instruments. Makes adjustments to carving to be done and marks reference machine if necessary, feeds stock and points on wood block, if necessary. Selects continues operation. May install cutter appropriate cutter and fits it to machine heads to cut spirals or longitudinal spindle. Fixes and adjusts wood on grooves or both in addition to rounding machine bed and starts machine. Lowers stock. spindle, makes different cuts and manipulates wood piece against cutter to ISCO 08 Unit Group Details: produce desired design. Changes cutter as Code 7523 necessary, regulates depth of cut by Title Wood Working Machine Setters pedals, checks accuracy of cutting with and Setter Operators measuring instruments, makes necessary adjustments if necessary and completes"
7523.15,7523.1500 design. Ensures that work proceeds,correctly and removes final product from Wood Wool Machine Operator machine. May carve design on separate piece of wood and glue or nail it on main VOLUME II B 270,7523.1500 design. Ensures that work proceeds correctly and removes final product from Wood Wool Machine Operator machine. May carve design on separate piece of wood and glue or nail it on main VOLUME II B 270,,,,7523.1500 design. Ensures that work proceeds correctly and removes final product from Wood Wool Machine Operator machine. May carve design on separate piece of wood and glue or nail it on main VOLUME II B 270
7523.17,7523.1700 personal safety. Changes grade of sand,"paper till required smoothness is Fret Saw Machine Operator achieved. May smoothen wooden articles on simpler machine by fixing them on Fret Saw Machine Operator; Jig Saw machine platform not provided with Machine Operator sets and operates fret automatic feed arrangement. saw machine with their reciprocating blade to cut wooden pieces, plywood etc. ISCO 08 Unit Group Details: along marked line. Selects or receives Code 7523 material, determines pattern of cut and Title Wood Working Machine Setters draws or traces design on it. Drills holes in and Setter Operators material at appropriate places to pass saw blade particularly for internal cutting; fixes","7523.1700 personal safety. Changes grade of sand paper till required smoothness is Fret Saw Machine Operator achieved. May smoothen wooden articles on simpler machine by fixing them on Fret Saw Machine Operator; Jig Saw machine platform not provided with Machine Operator sets and operates fret automatic feed arrangement. saw machine with their reciprocating blade to cut wooden pieces, plywood etc. ISCO 08 Unit Group Details: along marked line. Selects or receives Code 7523 material, determines pattern of cut and Title Wood Working Machine Setters draws or traces design on it. Drills holes in and Setter Operators material at appropriate places to pass saw blade particularly for internal cutting; fixes",,,,"7523.1700 personal safety. Changes grade of sand paper till required smoothness is Fret Saw Machine Operator achieved. May smoothen wooden articles on simpler machine by fixing them on Fret Saw Machine Operator; Jig Saw machine platform not provided with Machine Operator sets and operates fret automatic feed arrangement. saw machine with their reciprocating blade to cut wooden pieces, plywood etc. ISCO 08 Unit Group Details: along marked line. Selects or receives Code 7523 material, determines pattern of cut and Title Wood Working Machine Setters draws or traces design on it. Drills holes in and Setter Operators material at appropriate places to pass saw blade particularly for internal cutting; fixes"
7523.99,7523.9900,"saw blade in machine with teeth downwards and operates foot pedal to Wood Working Machine Setters start reciprocating movement of saw. and Setter Operators, Others Manipulates movement of material and cuts it along marked lines. Removes saw Wood Product Machine Operators, Other from machine, passes it through drilled include those who operate and monitor hole, resets saw and continues operation automatic and semiautomatic for internal cutting. Smoothens edges woodworking machines which perform after cutting with file or sand paper. May repetitive work and are always set up by set saw number of times depending on woodworking machine setters not design and cuts required. elsewhere classified. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7523 Code 7523 Title Wood Working Machine Setters Title Wood Working Machine Setters and Setter Operators and Setter Operators","7523.9900 saw blade in machine with teeth downwards and operates foot pedal to Wood Working Machine Setters start reciprocating movement of saw. and Setter Operators, Others Manipulates movement of material and cuts it along marked lines. Removes saw Wood Product Machine Operators, Other from machine, passes it through drilled include those who operate and monitor hole, resets saw and continues operation automatic and semiautomatic for internal cutting. Smoothens edges woodworking machines which perform after cutting with file or sand paper. May repetitive work and are always set up by set saw number of times depending on woodworking machine setters not design and cuts required. elsewhere classified. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7523 Code 7523 Title Wood Working Machine Setters Title Wood Working Machine Setters and Setter Operators and Setter Operators",,,,"7523.9900 saw blade in machine with teeth downwards and operates foot pedal to Wood Working Machine Setters start reciprocating movement of saw. and Setter Operators, Others Manipulates movement of material and cuts it along marked lines. Removes saw Wood Product Machine Operators, Other from machine, passes it through drilled include those who operate and monitor hole, resets saw and continues operation automatic and semiautomatic for internal cutting. Smoothens edges woodworking machines which perform after cutting with file or sand paper. May repetitive work and are always set up by set saw number of times depending on woodworking machine setters not design and cuts required. elsewhere classified. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7523 Code 7523 Title Wood Working Machine Setters Title Wood Working Machine Setters and Setter Operators and Setter Operators"
7523.18,7523.1800,"Sander Operator Group 753 Sander Operator sets and operates Garment and Related Trades sanding machine for smoothening and Workers finishing wooden surfaces with sand paper. Selects grade of sand paper Garment and related trades workers fit, according to degree or smoothness and alter and repair tailored clothing; design, finish required and fits it on sanding drum. and make textile and fur garments, VOLUME II B 271","7523.1800 Sander Operator Group 753 Sander Operator sets and operates Garment and Related Trades sanding machine for smoothening and Workers finishing wooden surfaces with sand paper. Selects grade of sand paper Garment and related trades workers fit, according to degree or smoothness and alter and repair tailored clothing; design, finish required and fits it on sanding drum. and make textile and fur garments, VOLUME II B 271",,,,"7523.1800 Sander Operator Group 753 Sander Operator sets and operates Garment and Related Trades sanding machine for smoothening and Workers finishing wooden surfaces with sand paper. Selects grade of sand paper Garment and related trades workers fit, according to degree or smoothness and alter and repair tailored clothing; design, finish required and fits it on sanding drum. and make textile and fur garments, VOLUME II B 271"
7531.0101,7531.0101,"Workers Sampling Tailor 7534 Upholsterers and Related Workers 7535 Pelt Dressers, Tanners and Sampling tailor is responsible for Fellmongers developing garment sample as per buyer’s 7536 Shoemakers and Related Workers specifications in the apparel industry. A sampling tailor should be able to perform Family 7531 basic fabric cutting operations and stitch Tailors, Dress Makers, Furriers and garments of various designs with different necklines, sleeves, collar etc. as per the Hatters quality standards. This job requires the individual to have thorough knowledge of Tailors, dressmakers, furriers and hatters measurements, garment styles, sampling fabricate, fit, alter and repair tailored or and apparel production processes and hand-made clothing; They produce made- should be able to sew garments with to-measure clothing such as suits, different materials and trims. overcoats, and dresses from textile fabrics, light leather, fur and other material, or make hats or wigs according Qualification Pack Details: to customer’s and clothing manufacturer’s QP NOS Reference AMH/A0701 specifications. QP NOS Name Sampling Tailor NSQF Level #N/A","7531.0101 Workers Sampling Tailor 7534 Upholsterers and Related Workers 7535 Pelt Dressers, Tanners and Sampling tailor is responsible for Fellmongers developing garment sample as per buyer’s 7536 Shoemakers and Related Workers specifications in the apparel industry. A sampling tailor should be able to perform Family 7531 basic fabric cutting operations and stitch Tailors, Dress Makers, Furriers and garments of various designs with different necklines, sleeves, collar etc. as per the Hatters quality standards. This job requires the individual to have thorough knowledge of Tailors, dressmakers, furriers and hatters measurements, garment styles, sampling fabricate, fit, alter and repair tailored or and apparel production processes and hand-made clothing; They produce made- should be able to sew garments with to-measure clothing such as suits, different materials and trims. overcoats, and dresses from textile fabrics, light leather, fur and other material, or make hats or wigs according Qualification Pack Details: to customer’s and clothing manufacturer’s QP NOS Reference AMH/A0701 specifications. QP NOS Name Sampling Tailor NSQF Level #N/A",,,,"7531.0101 Workers Sampling Tailor 7534 Upholsterers and Related Workers 7535 Pelt Dressers, Tanners and Sampling tailor is responsible for Fellmongers developing garment sample as per buyer’s 7536 Shoemakers and Related Workers specifications in the apparel industry. A sampling tailor should be able to perform Family 7531 basic fabric cutting operations and stitch Tailors, Dress Makers, Furriers and garments of various designs with different necklines, sleeves, collar etc. as per the Hatters quality standards. This job requires the individual to have thorough knowledge of Tailors, dressmakers, furriers and hatters measurements, garment styles, sampling fabricate, fit, alter and repair tailored or and apparel production processes and hand-made clothing; They produce made- should be able to sew garments with to-measure clothing such as suits, different materials and trims. overcoats, and dresses from textile fabrics, light leather, fur and other material, or make hats or wigs according Qualification Pack Details: to customer’s and clothing manufacturer’s QP NOS Reference AMH/A0701 specifications. QP NOS Name Sampling Tailor NSQF Level #N/A"
7531.01,7531.0100,"Tailor, General ISCO 08 Unit Group Details: Code 7531 Tailor, General makes ladies and gents' Title Tailors, Dress Makers, Furriers and garments and children's clothes by Hatters stitching various components together according to pattern, by hand or sewing VOLUME II B 272","7531.0100 Tailor, General ISCO 08 Unit Group Details: Code 7531 Tailor, General makes ladies and gents' Title Tailors, Dress Makers, Furriers and garments and children's clothes by Hatters stitching various components together according to pattern, by hand or sewing VOLUME II B 272",,,,"7531.0100 Tailor, General ISCO 08 Unit Group Details: Code 7531 Tailor, General makes ladies and gents' Title Tailors, Dress Makers, Furriers and garments and children's clothes by Hatters stitching various components together according to pattern, by hand or sewing VOLUME II B 272"
7531.02,7531.0200 Trouser Maker: Pant Maker stitches,"Dress Maker/Ladies Dress Maker together by hand and machine parts of trousers, breeches and other leg wear according to instructions of Master Cutter. Dress Maker stitches together parts of Joins parts together by basting, ensuring women's garments such as dresses, that they are properly aligned. Stitches blouses, jumpers, brassieres, etc., them together by hand and machine. according to instructions of Master Cutter. Inserts inner material and attaches lining Stitches together parts by hand and as required. Carries out alterations machine. Inserts inner material, makes according to markings. Makes embroidery work, button-holes, etc., and buttonholes, stitches button and performs attaches lining, lace, button, etc. Carries other finishing tasks, or supervises out alteration as directed. May press performance of these tasks by Sewer, garments and supervise work of Sewer, Hand. Hand. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7531 Code 7531 Title Tailors, Dress Makers, Furriers and Title Tailors, Dress Makers, Furriers and Hatters Hatters","7531.0200 Trouser Maker: Pant Maker stitches Dress Maker/Ladies Dress Maker together by hand and machine parts of trousers, breeches and other leg wear according to instructions of Master Cutter. Dress Maker stitches together parts of Joins parts together by basting, ensuring women's garments such as dresses, that they are properly aligned. Stitches blouses, jumpers, brassieres, etc., them together by hand and machine. according to instructions of Master Cutter. Inserts inner material and attaches lining Stitches together parts by hand and as required. Carries out alterations machine. Inserts inner material, makes according to markings. Makes embroidery work, button-holes, etc., and buttonholes, stitches button and performs attaches lining, lace, button, etc. Carries other finishing tasks, or supervises out alteration as directed. May press performance of these tasks by Sewer, garments and supervise work of Sewer, Hand. Hand. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7531 Code 7531 Title Tailors, Dress Makers, Furriers and Title Tailors, Dress Makers, Furriers and Hatters Hatters",,,,"7531.0200 Trouser Maker: Pant Maker stitches Dress Maker/Ladies Dress Maker together by hand and machine parts of trousers, breeches and other leg wear according to instructions of Master Cutter. Dress Maker stitches together parts of Joins parts together by basting, ensuring women's garments such as dresses, that they are properly aligned. Stitches blouses, jumpers, brassieres, etc., them together by hand and machine. according to instructions of Master Cutter. Inserts inner material and attaches lining Stitches together parts by hand and as required. Carries out alterations machine. Inserts inner material, makes according to markings. Makes embroidery work, button-holes, etc., and buttonholes, stitches button and performs attaches lining, lace, button, etc. Carries other finishing tasks, or supervises out alteration as directed. May press performance of these tasks by Sewer, garments and supervise work of Sewer, Hand. Hand. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 7531 Code 7531 Title Tailors, Dress Makers, Furriers and Title Tailors, Dress Makers, Furriers and Hatters Hatters"
7531.05,7531.0500,,7531.0500 ,,,,7531.0500
7531.03,7531.0300,"Shirt Maker Coat Maker Shirt Maker stitches together parts of Coat Maker stitches together, by hand shirts, under vests, pyjamas etc., and machine, parts of coat, shervani and according to instructions of Master Cutter. other body garments according to Stitches collars and cuffs. Makes button instructions of Master Cutter. Joins parts holes and stitches buttons and performs together by basting ensuring that they are other finishing tasks. May press garments properly aligned. Stitches them together and supervise work of Sewer, Hand. by hand and machine. Inserts inner material and attaches lining as required. ISCO 08 Unit Group Details: Carries out alteration according to markings. Makes button-holes, stitches Code 7531 buttons and performs other finishing Title Tailors, Dress Makers, Furriers and tasks. May press garment and supervise Hatters basting, filling, button holding, button stitching, etc., by Sewer, Hand. 7531.0700 Hat Maker, General ISCO 08 Unit Group Details: Code 7531 Hat Maker, General makes various kinds Title Tailors, Dress Makers, Furriers and of hats by marking, cutting, sewing and Hatters joining components and finishing them by trimming and decorating. Prepares own","7531.0300 Shirt Maker Coat Maker Shirt Maker stitches together parts of Coat Maker stitches together, by hand shirts, under vests, pyjamas etc., and machine, parts of coat, shervani and according to instructions of Master Cutter. other body garments according to Stitches collars and cuffs. Makes button instructions of Master Cutter. Joins parts holes and stitches buttons and performs together by basting ensuring that they are other finishing tasks. May press garments properly aligned. Stitches them together and supervise work of Sewer, Hand. by hand and machine. Inserts inner material and attaches lining as required. ISCO 08 Unit Group Details: Carries out alteration according to markings. Makes button-holes, stitches Code 7531 buttons and performs other finishing Title Tailors, Dress Makers, Furriers and tasks. May press garment and supervise Hatters basting, filling, button holding, button stitching, etc., by Sewer, Hand. 7531.0700 Hat Maker, General ISCO 08 Unit Group Details: Code 7531 Hat Maker, General makes various kinds Title Tailors, Dress Makers, Furriers and of hats by marking, cutting, sewing and Hatters joining components and finishing them by trimming and decorating. Prepares own",,,,"7531.0300 Shirt Maker Coat Maker Shirt Maker stitches together parts of Coat Maker stitches together, by hand shirts, under vests, pyjamas etc., and machine, parts of coat, shervani and according to instructions of Master Cutter. other body garments according to Stitches collars and cuffs. Makes button instructions of Master Cutter. Joins parts holes and stitches buttons and performs together by basting ensuring that they are other finishing tasks. May press garments properly aligned. Stitches them together and supervise work of Sewer, Hand. by hand and machine. Inserts inner material and attaches lining as required. ISCO 08 Unit Group Details: Carries out alteration according to markings. Makes button-holes, stitches Code 7531 buttons and performs other finishing Title Tailors, Dress Makers, Furriers and tasks. May press garment and supervise Hatters basting, filling, button holding, button stitching, etc., by Sewer, Hand. 7531.0700 Hat Maker, General ISCO 08 Unit Group Details: Code 7531 Hat Maker, General makes various kinds Title Tailors, Dress Makers, Furriers and of hats by marking, cutting, sewing and Hatters joining components and finishing them by trimming and decorating. Prepares own"
7531.04,7531.0400 design or copies and adapts existing,Trouser Maker designs. Marks and cuts material according to pattern or own judgement. VOLUME II B 273,7531.0400 design or copies and adapts existing Trouser Maker designs. Marks and cuts material according to pattern or own judgement. VOLUME II B 273,,,,7531.0400 design or copies and adapts existing Trouser Maker designs. Marks and cuts material according to pattern or own judgement. VOLUME II B 273
7531.09,7531.0900,"Cap Maker Tailor, Fur performs all or several of more difficult tasks in manufacture, alteration, Cap Maker makes various kinds of caps renovation and repair of garments and from cloth, felt, fur, velvet and other other articles of fur. Prepares patterns for fabric by marking, cutting, joining and cutting out and finishing fur articles. sewing and finishing them by trimming Grades, matches, sorts and prepares furs and decorating. to be used. Cuts fur according to pattern. Sews pieces together, usually by machine. ISCO 08 Unit Group Details: Stretches and trims sewn parts to conform Code 7531 to pattern. Finishes article by machine and Title Tailors, Dress Makers, Furriers and hand sewing. Presses, repairs, alters and Hatters renovates fur articles. Estimates cost of new articles and of alteration, renovation","7531.0900 Cap Maker Tailor, Fur performs all or several of more difficult tasks in manufacture, alteration, Cap Maker makes various kinds of caps renovation and repair of garments and from cloth, felt, fur, velvet and other other articles of fur. Prepares patterns for fabric by marking, cutting, joining and cutting out and finishing fur articles. sewing and finishing them by trimming Grades, matches, sorts and prepares furs and decorating. to be used. Cuts fur according to pattern. Sews pieces together, usually by machine. ISCO 08 Unit Group Details: Stretches and trims sewn parts to conform Code 7531 to pattern. Finishes article by machine and Title Tailors, Dress Makers, Furriers and hand sewing. Presses, repairs, alters and Hatters renovates fur articles. Estimates cost of new articles and of alteration, renovation",,,,"7531.0900 Cap Maker Tailor, Fur performs all or several of more difficult tasks in manufacture, alteration, Cap Maker makes various kinds of caps renovation and repair of garments and from cloth, felt, fur, velvet and other other articles of fur. Prepares patterns for fabric by marking, cutting, joining and cutting out and finishing fur articles. sewing and finishing them by trimming Grades, matches, sorts and prepares furs and decorating. to be used. Cuts fur according to pattern. Sews pieces together, usually by machine. ISCO 08 Unit Group Details: Stretches and trims sewn parts to conform Code 7531 to pattern. Finishes article by machine and Title Tailors, Dress Makers, Furriers and hand sewing. Presses, repairs, alters and Hatters renovates fur articles. Estimates cost of new articles and of alteration, renovation"
7531.1,7531.1000 and repair of used articles and charges,"customer accordingly. May work as paid Wig Maker employee or on own account. Wig Maker makes wigs according to ISCO 08 Unit Group Details: specifications, fastening strands of hair to Code 7531 cloth base. Studies requirements; cuts Title Tailors, Dress Makers, Furriers and paper pattern to shape and size according Hatters to customer's measurements; fits and pleats pattern on to head block and fixes","7531.1000 and repair of used articles and charges customer accordingly. May work as paid Wig Maker employee or on own account. Wig Maker makes wigs according to ISCO 08 Unit Group Details: specifications, fastening strands of hair to Code 7531 cloth base. Studies requirements; cuts Title Tailors, Dress Makers, Furriers and paper pattern to shape and size according Hatters to customer's measurements; fits and pleats pattern on to head block and fixes",,,,"7531.1000 and repair of used articles and charges customer accordingly. May work as paid Wig Maker employee or on own account. Wig Maker makes wigs according to ISCO 08 Unit Group Details: specifications, fastening strands of hair to Code 7531 cloth base. Studies requirements; cuts Title Tailors, Dress Makers, Furriers and paper pattern to shape and size according Hatters to customer's measurements; fits and pleats pattern on to head block and fixes"
7531.13,7531.1300,"pleats with silk tapes; cuts silk and silk gauze to shape, fits over paper pattern Pattern Maker, Fur and sews to silk tapes; trims and binds edges; selects hair to suit requirement Pattern Maker, Fur prepares patterns and and knots them to wig mount on head full-size canvas models of garments and block by inserting hook-pointed needle in other articles of fur to guide Cutters and gauze to catch, twist and pull hair Finishers. Draws pattern on paper in through; makes partings, combs and oils accordance with garment design or wig, curls hair by water-waving or with customer's measurements. Makes canvas paper spills; places wig (on head block) in model of garment according to pattern. open for drying and setting. For theatrical Checks patterns and model for accuracy wigs, makes stock size mounts which can and makes necessary alterations. Passes them to garment Cutters or Finishers. VOLUME II B 274","7531.1300 pleats with silk tapes; cuts silk and silk gauze to shape, fits over paper pattern Pattern Maker, Fur and sews to silk tapes; trims and binds edges; selects hair to suit requirement Pattern Maker, Fur prepares patterns and and knots them to wig mount on head full-size canvas models of garments and block by inserting hook-pointed needle in other articles of fur to guide Cutters and gauze to catch, twist and pull hair Finishers. Draws pattern on paper in through; makes partings, combs and oils accordance with garment design or wig, curls hair by water-waving or with customer's measurements. Makes canvas paper spills; places wig (on head block) in model of garment according to pattern. open for drying and setting. For theatrical Checks patterns and model for accuracy wigs, makes stock size mounts which can and makes necessary alterations. Passes them to garment Cutters or Finishers. VOLUME II B 274",,,,"7531.1300 pleats with silk tapes; cuts silk and silk gauze to shape, fits over paper pattern Pattern Maker, Fur and sews to silk tapes; trims and binds edges; selects hair to suit requirement Pattern Maker, Fur prepares patterns and and knots them to wig mount on head full-size canvas models of garments and block by inserting hook-pointed needle in other articles of fur to guide Cutters and gauze to catch, twist and pull hair Finishers. Draws pattern on paper in through; makes partings, combs and oils accordance with garment design or wig, curls hair by water-waving or with customer's measurements. Makes canvas paper spills; places wig (on head block) in model of garment according to pattern. open for drying and setting. For theatrical Checks patterns and model for accuracy wigs, makes stock size mounts which can and makes necessary alterations. Passes them to garment Cutters or Finishers. VOLUME II B 274"
7531.14,7531.1400 Draws outline of paper pattern on skin,"Grader and Matcher, Fur side of fur and trims fur along outline with knife. Grader and Matcher, Fur examines furs and sorts them prior to cutting and ISCO 08 Unit Group Details: making up into garments or other articles. Code 7531 Compares furs visually and sorts them Title Tailors, Dress Makers, Furriers and according to quality. Selects furs that Hatters match in colour, thickness and length of hair and makes them into bundles ready 7531.9900 for Cutter. May specialize in one or more Tailors, Dress Makers, Furriers and types of fur. Hatters, Other ISCO 08 Unit Group Details: Fur Tailors and Related Workers, Other Code 7531 include all other fur tailors and related Title Tailors, Dress Makers, Furriers and workers such as those engaged in beating, Hatters dyeing and trimming hair or fur; assisting in cutting furs for garment manufacture,","7531.1400 Draws outline of paper pattern on skin Grader and Matcher, Fur side of fur and trims fur along outline with knife. Grader and Matcher, Fur examines furs and sorts them prior to cutting and ISCO 08 Unit Group Details: making up into garments or other articles. Code 7531 Compares furs visually and sorts them Title Tailors, Dress Makers, Furriers and according to quality. Selects furs that Hatters match in colour, thickness and length of hair and makes them into bundles ready 7531.9900 for Cutter. May specialize in one or more Tailors, Dress Makers, Furriers and types of fur. Hatters, Other ISCO 08 Unit Group Details: Fur Tailors and Related Workers, Other Code 7531 include all other fur tailors and related Title Tailors, Dress Makers, Furriers and workers such as those engaged in beating, Hatters dyeing and trimming hair or fur; assisting in cutting furs for garment manufacture,",,,,"7531.1400 Draws outline of paper pattern on skin Grader and Matcher, Fur side of fur and trims fur along outline with knife. Grader and Matcher, Fur examines furs and sorts them prior to cutting and ISCO 08 Unit Group Details: making up into garments or other articles. Code 7531 Compares furs visually and sorts them Title Tailors, Dress Makers, Furriers and according to quality. Selects furs that Hatters match in colour, thickness and length of hair and makes them into bundles ready 7531.9900 for Cutter. May specialize in one or more Tailors, Dress Makers, Furriers and types of fur. Hatters, Other ISCO 08 Unit Group Details: Fur Tailors and Related Workers, Other Code 7531 include all other fur tailors and related Title Tailors, Dress Makers, Furriers and workers such as those engaged in beating, Hatters dyeing and trimming hair or fur; assisting in cutting furs for garment manufacture,"
